Gene	DEN_AdjLiver_fasted	DEN_AdjLiver_fed	nonDEN_Liver_fasted	nonDEN_Liver_fed	DEN_Tumour_fasted	DEN_Tumour_fed	nonDEN_Tumour_fasted
ENSMUSG00000002014	152.55	253.82	147.69	147.28	244.11	269.23	114.31
ENSMUSG00000002015	149.83	180.75	152.54	173.34	149.69	160.66	139.38
ENSMUSG00000002017	17.23	22.87	14.12	18.58	17.92	17.83	13.48
ENSMUSG00000002020	0.8	1.25	2.61	3.11	2.13	1.2	1.0
ENSMUSG00000002028	3.1	4.64	5.06	3.84	3.54	3.39	3.19
ENSMUSG00000002031	34.76	35.95	42.38	35.98	36.13	35.94	33.95
ENSMUSG00000002032	11.02	7.2	10.74	11.1	8.46	7.9	8.93
ENSMUSG00000002033	1.96	13.99	4.34	2.71	4.14	3.09	2.05
ENSMUSG00000002043	17.81	15.76	17.63	17.12	20.08	15.29	14.45
ENSMUSG00000002052	14.31	18.41	17.03	16.52	16.22	16.72	15.27
ENSMUSG00000002055	0.71	2.69	0.74	1.52	1.47	1.23	0.47
ENSMUSG00000002057	0.0	0.0	0.01	0.02	0.0	0.0	0.01
ENSMUSG00000002058	14.59	21.88	18.19	22.09	41.47	23.39	20.14
ENSMUSG00000002059	9.12	9.17	13.08	8.68	13.73	9.68	22.32
ENSMUSG00000002064	41.64	57.67	44.85	46.06	49.54	46.71	40.76
ENSMUSG00000002068	2.51	4.4	1.21	1.74	6.6	8.84	1.68
ENSMUSG00000002076	1.4	3.3	2.89	2.4	4.13	4.09	5.57
ENSMUSG00000002083	5.2	6.51	4.41	8.35	5.77	8.37	6.0
ENSMUSG00000002100	0.06	0.02	0.04	0.03	0.03	0.01	0.02
ENSMUSG00000002102	141.91	155.62	141.57	134.21	120.61	130.75	168.38
ENSMUSG00000002103	25.03	32.12	26.95	26.98	27.19	23.43	33.73
ENSMUSG00000002104	0.16	0.23	0.21	0.23	0.16	0.18	0.03
ENSMUSG00000002105	8.34	10.77	7.79	8.28	11.29	7.18	9.97
ENSMUSG00000002107	9.55	7.28	8.2	8.15	7.22	6.46	3.72
ENSMUSG00000002108	69.45	62.38	65.02	72.18	62.21	61.92	67.33
ENSMUSG00000002109	3.68	4.6	4.45	3.25	4.65	2.65	7.11
ENSMUSG00000002111	25.01	10.99	20.26	20.17	15.25	16.99	12.54
ENSMUSG00000002129	7.46	9.76	8.6	9.51	9.68	7.92	8.98
ENSMUSG00000002147	28.48	40.83	32.08	30.48	31.01	24.22	29.89
ENSMUSG00000002190	0.03	0.28	0.02	0.05	0.03	0.02	0.0
ENSMUSG00000002204	2.26	2.53	3.53	3.84	4.85	3.21	2.54
ENSMUSG00000002205	21.38	21.31	23.93	28.7	20.57	20.59	21.05
ENSMUSG00000002210	5.89	5.37	7.0	5.77	5.02	5.47	4.34
ENSMUSG00000002221	6.25	7.9	7.05	6.38	6.46	6.03	6.75
ENSMUSG00000002222	46.05	57.0	41.21	52.4	47.88	52.42	30.59
ENSMUSG00000002227	12.17	19.71	14.7	12.77	22.25	18.88	24.92
ENSMUSG00000002228	0.26	1.07	0.91	0.5	0.79	0.45	0.35
ENSMUSG00000002233	34.02	98.02	47.47	47.27	99.19	69.71	95.13
ENSMUSG00000002249	4.7	4.9	6.07	5.24	5.29	4.42	4.17
ENSMUSG00000002250	3.36	8.51	4.15	6.14	4.73	5.05	2.94
ENSMUSG00000002257	0.62	1.66	0.96	0.85	0.68	0.5	0.5
ENSMUSG00000002265	1.5	1.33	2.57	1.4	3.44	2.97	2.36
ENSMUSG00000002266	0.07	0.02	0.03	0.02	0.03	0.17	0.0
ENSMUSG00000002274	3.26	2.09	2.12	1.81	2.01	1.92	1.13
ENSMUSG00000002279	26.92	25.52	28.38	25.89	23.42	25.45	16.35
ENSMUSG00000002280	9.7	9.65	10.95	10.7	9.27	9.35	9.94
ENSMUSG00000002289	56.84	58.63	71.03	41.33	58.69	48.7	36.75
ENSMUSG00000002297	3.21	7.35	2.5	7.42	3.67	5.19	4.1
ENSMUSG00000002307	10.1	10.73	10.7	10.26	10.6	10.33	7.31
ENSMUSG00000002308	3.96	12.11	4.75	5.68	7.09	7.79	4.29
ENSMUSG00000002319	17.18	21.51	16.51	19.16	24.11	18.46	20.2
ENSMUSG00000002320	36.61	44.94	42.83	41.76	40.75	39.47	37.15
ENSMUSG00000002324	1.64	11.48	1.76	2.67	2.28	2.1	0.34
ENSMUSG00000002325	26.07	22.87	21.77	22.57	25.49	26.47	16.78
ENSMUSG00000002326	12.54	14.71	13.59	15.73	12.43	13.66	14.45
ENSMUSG00000002329	11.28	12.0	12.13	13.68	11.1	11.32	7.77
ENSMUSG00000002332	201.12	247.92	199.44	204.24	146.17	179.27	96.89
ENSMUSG00000002341	0.02	0.01	0.19	0.0	0.01	0.07	0.01
ENSMUSG00000002342	15.73	13.49	9.53	8.33	12.5	11.34	9.6
ENSMUSG00000002343	2.63	3.39	3.05	3.72	3.11	2.84	3.23
ENSMUSG00000002345	19.8	27.55	23.4	28.99	23.22	21.83	15.75
ENSMUSG00000002346	35.36	27.03	34.65	30.24	31.93	24.19	22.56
ENSMUSG00000002365	32.64	35.86	40.52	42.19	29.73	37.09	31.1
ENSMUSG00000002372	12.1	16.47	14.76	15.98	14.16	13.73	14.64
ENSMUSG00000002379	13.67	15.42	14.0	15.01	12.17	15.12	11.92
ENSMUSG00000002384	1.33	35.92	2.84	1.51	7.63	3.11	11.0
ENSMUSG00000002393	37.48	36.01	37.54	40.17	41.73	38.66	32.6
ENSMUSG00000002395	55.67	74.16	83.82	54.01	69.26	61.02	66.41
ENSMUSG00000002396	4.35	3.88	4.14	4.07	3.15	4.05	3.8
ENSMUSG00000002409	6.7	6.07	6.73	7.53	6.51	6.33	4.49
ENSMUSG00000002413	6.04	5.32	6.38	6.58	6.65	5.47	3.88
ENSMUSG00000002416	124.73	146.52	134.96	152.12	109.47	136.98	118.55
ENSMUSG00000002428	7.61	9.16	6.79	9.36	8.87	10.32	6.11
ENSMUSG00000002455	27.09	26.61	32.26	25.74	24.47	24.7	41.07
ENSMUSG00000002458	4.87	4.54	6.21	6.01	6.69	4.66	4.28
ENSMUSG00000002459	0.09	0.05	0.1	0.08	0.3	0.24	0.0
ENSMUSG00000002475	56.92	60.54	50.12	56.77	47.5	53.39	49.14
ENSMUSG00000002477	26.95	47.09	30.53	30.41	23.5	29.71	33.55
ENSMUSG00000002486	1.33	1.79	2.01	1.2	1.73	0.99	1.56
ENSMUSG00000002489	1.23	1.17	1.69	1.27	1.5	0.84	0.91
ENSMUSG00000002496	10.29	10.43	12.38	14.31	10.24	10.88	7.09
ENSMUSG00000002500	2.0	0.07	0.3	1.86	0.09	0.95	0.0
ENSMUSG00000002504	11.52	14.53	14.67	16.66	16.22	14.05	9.34
ENSMUSG00000002524	34.29	48.96	41.0	42.63	47.59	41.11	51.17
ENSMUSG00000002546	14.84	15.69	17.28	18.6	18.89	15.59	18.32
ENSMUSG00000002550	35.6	45.74	39.28	47.37	27.28	35.98	41.69
ENSMUSG00000002565	0.1	0.19	0.16	0.13	0.2	0.07	0.07
ENSMUSG00000002578	0.83	0.61	0.59	0.49	0.33	0.39	0.19
ENSMUSG00000002580	86.72	105.46	82.98	97.9	75.73	85.01	77.78
ENSMUSG00000002588	656.29	1079.71	653.75	664.23	606.07	632.76	198.34
ENSMUSG00000002602	23.24	22.3	33.23	35.94	26.41	28.85	22.96
ENSMUSG00000002603	13.73	13.93	16.69	19.85	15.35	12.36	13.76
ENSMUSG00000002608	10.15	12.12	10.33	10.59	10.75	10.45	9.07
ENSMUSG00000002617	2.2	1.83	1.85	1.69	2.84	1.97	0.53
ENSMUSG00000002625	9.88	12.67	10.98	9.23	9.79	8.47	10.11
ENSMUSG00000002633	0.15	0.31	0.39	0.25	0.11	0.26	0.11
ENSMUSG00000002635	8.97	9.53	8.53	9.7	7.66	8.72	7.41
ENSMUSG00000002658	17.68	20.7	15.5	16.05	16.38	16.28	15.57
ENSMUSG00000002660	40.85	38.38	37.16	31.63	29.5	32.53	32.09
ENSMUSG00000002661	9.3	11.17	8.53	11.03	8.23	9.82	7.19
ENSMUSG00000002664	0.0	0.0	0.0	0.11	0.0	0.0	0.0
ENSMUSG00000002668	0.69	1.44	1.28	1.29	0.76	0.85	0.7
ENSMUSG00000002679	14.42	19.34	17.13	17.25	16.01	17.2	15.54
ENSMUSG00000002688	0.21	0.2	0.3	0.5	0.23	0.29	0.16
ENSMUSG00000002699	7.91	11.8	8.46	9.39	6.51	8.94	7.9
ENSMUSG00000002718	22.72	26.07	18.84	25.93	19.94	24.57	20.45
ENSMUSG00000002728	27.66	35.52	23.92	26.78	23.84	23.08	30.97
ENSMUSG00000002731	14.44	15.57	13.83	17.01	15.24	15.29	11.93
ENSMUSG00000002732	8.61	9.79	12.49	13.13	8.75	10.53	7.56
ENSMUSG00000002733	12.75	15.54	12.34	14.07	14.48	12.85	10.7
ENSMUSG00000002741	36.91	40.44	38.39	43.62	40.84	38.8	34.6
ENSMUSG00000002748	21.29	22.26	16.93	16.9	21.25	16.44	23.4
ENSMUSG00000002763	28.28	25.1	23.9	29.34	24.03	25.12	21.34
ENSMUSG00000002767	45.55	48.14	45.76	50.7	44.78	41.97	45.78
ENSMUSG00000002768	70.35	77.68	73.14	74.55	69.04	80.28	56.96
ENSMUSG00000002769	1246.59	1157.5	1240.47	1082.49	806.26	859.6	517.66
ENSMUSG00000002771	0.04	0.04	0.05	0.08	0.09	0.07	0.03
ENSMUSG00000002778	76.41	92.67	79.69	89.94	103.72	84.86	63.04
ENSMUSG00000002781	16.07	16.25	17.68	18.6	16.68	14.71	14.22
ENSMUSG00000002791	0.06	0.01	0.0	0.0	0.0	0.03	0.0
ENSMUSG00000002797	14.74	35.38	16.58	24.02	24.63	25.06	16.75
ENSMUSG00000002799	0.24	0.5	0.27	0.51	0.36	0.35	0.24
ENSMUSG00000002803	7.78	7.47	9.66	10.82	7.63	8.88	7.44
ENSMUSG00000002804	15.23	15.74	14.22	15.29	16.67	14.87	11.68
ENSMUSG00000002808	0.89	0.69	1.79	2.65	4.54	2.28	0.45
ENSMUSG00000002812	32.9	33.61	41.01	43.8	29.0	32.43	39.14
ENSMUSG00000002814	3.13	3.44	3.13	3.16	2.82	2.85	2.08
ENSMUSG00000002820	18.29	16.71	17.07	13.58	16.52	14.22	10.21
ENSMUSG00000002825	2.58	5.25	3.54	2.94	4.56	2.9	3.52
ENSMUSG00000002831	17.69	9.89	31.23	23.17	13.64	11.99	8.57
ENSMUSG00000002833	13.12	15.77	14.76	15.41	12.48	13.11	18.67
ENSMUSG00000002835	1.69	2.88	1.4	2.09	1.77	1.97	2.41
ENSMUSG00000002844	6.15	8.5	8.42	11.15	12.91	8.06	6.19
ENSMUSG00000002845	11.04	18.68	20.59	14.02	27.38	23.53	17.94
ENSMUSG00000002846	27.58	32.62	25.12	28.51	25.65	29.3	40.26
ENSMUSG00000002847	23.84	47.21	22.04	16.41	45.89	32.09	67.16
ENSMUSG00000002870	5.89	10.3	4.08	5.7	5.85	6.18	3.89
ENSMUSG00000002871	14.43	27.89	15.47	17.72	30.21	21.21	16.3
ENSMUSG00000002881	35.91	32.71	25.55	36.19	37.68	35.7	25.93
ENSMUSG00000002885	18.23	25.68	26.51	25.68	21.24	22.32	17.91
ENSMUSG00000002897	7.2	14.14	7.52	9.31	9.01	8.22	5.04
ENSMUSG00000002900	4.43	5.02	7.58	8.3	4.3	3.78	4.61
ENSMUSG00000002908	3.49	1.78	2.95	2.36	3.78	1.82	0.84
ENSMUSG00000002910	4.01	3.7	4.91	6.35	3.71	3.86	4.88
ENSMUSG00000002944	336.98	235.98	236.95	240.51	256.76	175.04	358.3
ENSMUSG00000002948	13.67	16.5	13.94	15.23	14.73	14.08	11.66
ENSMUSG00000002949	30.6	30.53	32.54	32.68	28.71	28.47	38.88
ENSMUSG00000002957	32.76	38.17	39.38	45.77	35.24	40.79	36.39
ENSMUSG00000002963	12.62	14.24	15.94	19.17	13.56	15.72	12.72
ENSMUSG00000002968	12.52	11.51	14.01	14.92	15.15	11.91	12.67
ENSMUSG00000002980	4.69	16.82	9.34	8.0	8.34	5.1	5.25
ENSMUSG00000002981	47.47	57.24	51.37	59.1	60.32	54.2	52.32
ENSMUSG00000002983	3.28	6.9	6.55	9.09	5.57	4.28	3.88
ENSMUSG00000002984	26.74	22.58	20.07	24.82	23.31	21.69	27.47
ENSMUSG00000002985	32659.3	29704.63	36275.46	29857.67	30755.97	28025.16	18368.24
ENSMUSG00000002992	1607.19	1228.67	1594.77	1641.68	4838.92	3062.5	1043.9
ENSMUSG00000002996	62.04	62.21	72.87	69.9	58.74	66.49	69.0
ENSMUSG00000002997	0.92	1.05	1.27	2.47	0.95	3.69	0.61
ENSMUSG00000003031	10.81	12.21	15.49	15.66	11.72	11.16	10.77
ENSMUSG00000003032	1.7	3.55	2.22	1.83	3.85	1.9	1.35
ENSMUSG00000003033	19.78	24.51	24.42	29.13	22.99	22.58	21.03
ENSMUSG00000003037	93.61	60.69	58.21	60.44	53.47	52.49	57.25
ENSMUSG00000003038	44.52	38.12	43.77	47.41	39.65	41.76	31.74
ENSMUSG00000003039	29.54	29.71	31.66	28.79	28.87	23.35	32.05
ENSMUSG00000003051	1.35	1.69	5.33	6.55	2.48	2.25	11.94
ENSMUSG00000003053	862.56	1231.16	663.5	952.24	565.87	846.9	1066.25
ENSMUSG00000003062	14.55	18.82	15.75	18.52	17.33	14.68	13.88
ENSMUSG00000003068	45.08	47.42	48.5	49.15	44.68	45.63	44.87
ENSMUSG00000003070	0.24	0.16	0.3	0.13	0.22	0.15	0.0
ENSMUSG00000003072	228.51	252.4	239.89	251.0	213.87	212.05	216.29
ENSMUSG00000003099	31.72	30.69	29.77	34.22	28.78	28.52	30.14
ENSMUSG00000003119	7.65	11.03	9.14	9.0	9.15	8.26	9.59
ENSMUSG00000003123	10.44	6.85	7.43	8.12	9.29	12.06	4.69
ENSMUSG00000003131	20.31	30.46	22.07	25.25	28.09	22.82	18.75
ENSMUSG00000003134	4.38	4.78	5.65	5.76	5.9	4.5	3.36
ENSMUSG00000003135	8.29	15.18	8.26	8.77	8.59	8.33	9.73
ENSMUSG00000003153	0.58	0.85	0.49	0.65	0.94	0.75	0.45
ENSMUSG00000003154	3.17	3.65	4.27	4.58	4.0	4.02	2.87
ENSMUSG00000003161	48.15	50.44	54.5	56.37	47.71	45.23	53.84
ENSMUSG00000003166	23.82	22.49	24.09	24.38	22.01	22.91	35.57
ENSMUSG00000003184	46.51	41.96	47.26	49.2	42.08	42.21	42.38
ENSMUSG00000003190	5.51	4.41	5.5	5.7	4.49	4.8	5.8
ENSMUSG00000003198	3.53	3.98	3.49	4.26	4.21	4.44	1.83
ENSMUSG00000003199	37.01	36.51	34.81	35.7	38.25	34.22	31.3
ENSMUSG00000003200	10.51	13.04	13.05	15.06	17.82	13.53	12.84
ENSMUSG00000003206	1.59	1.77	1.61	1.71	2.18	1.89	1.41
ENSMUSG00000003208	4.42	4.22	4.63	4.36	3.95	4.12	3.0
ENSMUSG00000003226	27.18	23.42	23.74	29.35	30.83	29.41	19.53
ENSMUSG00000003227	0.05	0.04	0.11	0.06	0.03	0.02	0.05
ENSMUSG00000003228	2.87	4.06	4.72	6.62	3.16	4.29	3.9
ENSMUSG00000003233	5.55	6.36	6.36	6.42	6.0	5.99	9.26
ENSMUSG00000003234	20.88	25.26	24.3	22.66	20.85	22.47	31.97
ENSMUSG00000003235	16.38	18.7	17.72	19.1	20.02	17.94	23.9
ENSMUSG00000003269	25.51	28.49	32.46	35.36	27.92	24.59	26.29
ENSMUSG00000003271	1.0	0.4	0.48	0.62	2.8	1.54	0.38
ENSMUSG00000003273	0.68	0.65	0.72	0.39	0.48	0.52	0.06
ENSMUSG00000003279	0.31	0.4	1.17	0.35	0.23	0.34	0.03
ENSMUSG00000003282	0.45	0.21	0.25	0.21	0.44	0.15	0.05
ENSMUSG00000003283	8.68	9.12	9.79	10.98	8.35	10.31	7.55
ENSMUSG00000003299	23.0	26.94	25.8	33.34	22.5	25.98	20.07
ENSMUSG00000003308	21.71	26.96	22.68	24.95	22.3	24.28	18.03
ENSMUSG00000003309	0.54	0.34	2.06	2.05	0.59	0.46	0.7
ENSMUSG00000003316	14.6	30.4	19.88	21.42	18.02	16.08	17.34
ENSMUSG00000003341	0.0	0.0	0.0	0.0	0.01	0.0	0.01
ENSMUSG00000003344	10.72	10.63	12.26	12.03	10.97	10.33	13.63
ENSMUSG00000003345	36.54	49.16	38.61	41.08	56.61	46.68	42.25
ENSMUSG00000003346	31.7	31.97	31.74	33.9	38.11	35.58	30.23
ENSMUSG00000003348	4.47	8.33	6.54	7.98	9.39	5.92	3.82
ENSMUSG00000003352	0.69	0.63	1.76	1.18	1.05	0.59	0.91
ENSMUSG00000003354	0.06	0.02	0.13	0.12	0.06	0.02	0.06
ENSMUSG00000003355	25.82	69.59	19.6	27.55	122.42	97.52	32.93
ENSMUSG00000003360	25.18	28.43	28.72	31.58	25.05	28.03	31.07
ENSMUSG00000003363	26.11	28.44	39.64	38.44	28.09	28.53	22.07
ENSMUSG00000003378	1.98	1.51	2.58	1.27	2.69	1.41	1.56
ENSMUSG00000003379	1.88	1.45	2.48	3.35	4.23	1.78	2.97
ENSMUSG00000003380	61.91	75.16	68.41	60.66	58.03	64.14	52.58
ENSMUSG00000003382	5.79	7.6	6.59	7.41	6.75	5.54	5.4
ENSMUSG00000003402	55.31	89.56	52.79	66.61	97.45	80.49	52.0
ENSMUSG00000003410	0.01	0.01	0.24	0.0	0.01	0.02	0.01
ENSMUSG00000003411	1.0	0.62	0.91	1.0	1.29	1.52	1.08
ENSMUSG00000003418	0.11	0.13	0.2	0.54	0.39	0.21	0.22
ENSMUSG00000003420	148.69	133.42	149.39	152.55	130.69	143.1	107.35
ENSMUSG00000003421	16.08	16.17	18.35	16.71	16.09	15.38	16.47
ENSMUSG00000003423	32.18	32.98	35.68	37.75	31.09	32.4	25.68
ENSMUSG00000003429	421.21	814.95	575.02	596.32	580.74	496.82	465.32
ENSMUSG00000003435	23.33	32.58	36.45	31.78	28.11	28.62	35.65
ENSMUSG00000003436	0.0	0.0	0.0	0.01	0.01	0.01	0.0
ENSMUSG00000003437	46.7	30.98	32.75	27.63	28.84	24.57	25.81
ENSMUSG00000003438	20.37	21.73	22.01	26.27	20.94	24.29	26.28
ENSMUSG00000003444	11.5	14.01	11.28	12.18	11.83	12.42	10.05
ENSMUSG00000003452	0.53	0.62	0.51	0.41	1.06	0.42	0.09
ENSMUSG00000003458	26.77	32.64	31.07	33.32	33.47	29.92	36.96
ENSMUSG00000003464	114.0	104.87	106.7	108.37	101.86	94.18	125.49
ENSMUSG00000003469	0.08	0.25	0.89	0.28	0.04	0.16	0.02
ENSMUSG00000003476	0.18	0.17	0.14	0.16	0.12	0.14	0.0
ENSMUSG00000003477	864.86	876.22	620.29	754.58	693.06	607.84	676.87
ENSMUSG00000003484	2.22	1.99	4.02	4.74	2.89	1.96	1.9
ENSMUSG00000003500	3.97	4.77	3.18	4.28	5.23	3.94	2.8
ENSMUSG00000003505	0.3	0.21	0.1	0.08	0.56	9.37	0.0
ENSMUSG00000003518	41.47	39.76	38.4	47.75	41.87	38.9	34.87
ENSMUSG00000003526	93.01	80.75	79.49	68.59	63.91	56.87	34.6
ENSMUSG00000003527	2.8	2.95	3.23	3.17	2.77	2.7	4.06
ENSMUSG00000003528	136.57	200.33	122.03	223.62	148.01	204.27	155.98
ENSMUSG00000003531	35.75	42.97	33.65	35.68	31.16	29.86	29.47
ENSMUSG00000003534	2.74	8.09	8.46	7.46	10.93	5.38	9.98
ENSMUSG00000003541	4.0	16.62	4.79	5.47	16.14	5.64	3.02
ENSMUSG00000003545	1.17	1.15	3.05	1.66	1.34	0.59	0.66
ENSMUSG00000003546	28.53	31.0	24.92	30.29	24.08	26.25	28.96
ENSMUSG00000003549	6.77	7.83	6.97	6.65	6.3	6.42	6.45
ENSMUSG00000003555	26.0	18.52	12.94	22.25	45.24	41.85	10.64
ENSMUSG00000003559	41.35	43.12	44.86	46.92	40.31	38.6	52.03
ENSMUSG00000003573	2.67	4.01	2.92	3.73	5.33	3.39	3.92
ENSMUSG00000003575	2.66	2.18	2.73	2.61	2.91	2.68	2.13
ENSMUSG00000003581	8.08	10.69	7.2	8.1	8.51	7.35	6.08
ENSMUSG00000003585	392.55	368.13	501.54	476.53	363.49	336.86	386.07
ENSMUSG00000003604	13.32	17.08	12.92	13.35	12.41	13.49	13.91
ENSMUSG00000003617	1167.86	1168.21	1198.39	1315.92	2781.23	1594.87	1023.26
ENSMUSG00000003623	636.51	447.82	794.69	827.38	623.26	468.78	613.1
ENSMUSG00000003644	11.7	22.62	15.25	17.66	15.69	13.16	12.97
ENSMUSG00000003657	0.04	0.0	0.16	0.04	0.04	0.0	0.0
ENSMUSG00000003660	21.81	26.87	26.16	22.64	22.67	19.76	30.61
ENSMUSG00000003662	29.82	33.14	32.85	30.62	27.29	26.21	33.45
ENSMUSG00000003665	0.03	0.08	0.03	0.05	0.02	0.06	0.0
ENSMUSG00000003680	17.0	23.46	16.37	19.67	18.48	18.62	14.99
ENSMUSG00000003721	382.09	600.91	530.0	645.13	283.69	621.32	345.56
ENSMUSG00000003731	16.69	18.39	17.52	20.0	16.07	16.46	16.36
ENSMUSG00000003746	95.24	89.27	79.78	84.58	95.87	79.3	61.35
ENSMUSG00000003752	2.42	3.97	4.17	3.18	4.4	2.99	4.62
ENSMUSG00000003762	13.54	18.01	12.61	14.01	35.69	30.22	17.14
ENSMUSG00000003778	8.24	12.08	8.71	9.65	9.69	9.05	11.37
ENSMUSG00000003779	1.55	7.02	1.37	9.69	3.12	4.49	3.98
ENSMUSG00000003808	10.73	16.21	13.08	14.52	12.94	11.99	11.9
ENSMUSG00000003809	386.34	363.45	407.33	364.31	330.57	331.08	234.77
ENSMUSG00000003810	6.74	17.72	9.78	11.44	11.19	10.25	9.48
ENSMUSG00000003812	24.02	35.53	28.2	29.81	25.3	21.57	26.38
ENSMUSG00000003813	37.13	32.17	40.78	39.26	33.04	31.23	30.96
ENSMUSG00000003814	714.63	804.27	586.35	667.55	680.88	669.66	492.52
ENSMUSG00000003824	4.1	5.0	3.4	4.89	3.53	3.39	2.82
ENSMUSG00000003847	6.29	6.21	7.12	7.2	6.35	5.23	4.71
ENSMUSG00000003848	6.05	10.43	9.4	8.26	8.01	6.62	7.61
ENSMUSG00000003849	12.42	49.85	23.34	17.93	28.7	19.65	38.74
ENSMUSG00000003863	0.06	0.03	0.26	0.04	0.08	0.06	0.04
ENSMUSG00000003865	1.72	2.24	1.79	1.65	1.19	1.2	0.96
ENSMUSG00000003868	9.99	13.06	9.36	10.24	11.03	9.77	10.17
ENSMUSG00000003872	0.2	0.0	0.28	0.62	0.27	0.16	0.34
ENSMUSG00000003873	33.66	42.61	30.21	36.63	42.5	38.39	30.06
ENSMUSG00000003882	1.06	1.0	2.01	1.45	1.07	0.55	1.02
ENSMUSG00000003923	59.39	64.9	54.76	51.6	58.46	52.28	49.27
ENSMUSG00000003929	1.14	1.45	0.89	1.56	1.36	1.3	0.76
ENSMUSG00000003934	0.05	0.04	0.18	0.05	0.08	0.03	0.01
ENSMUSG00000003948	159.84	115.74	128.45	79.06	141.06	87.96	56.85
ENSMUSG00000003949	24.78	24.7	21.93	15.27	22.57	21.34	9.36
ENSMUSG00000003955	97.35	102.12	126.45	104.02	82.68	101.07	213.16
ENSMUSG00000003970	397.73	592.24	496.61	456.87	517.25	436.22	466.94
ENSMUSG00000003974	0.0	0.02	0.11	0.0	0.0	0.0	0.0
ENSMUSG00000003992	1.65	1.56	3.09	2.12	1.77	1.32	1.46
ENSMUSG00000004018	8.68	9.63	8.25	10.18	7.05	9.11	6.04
ENSMUSG00000004031	0.01	0.02	0.17	0.04	0.01	0.03	0.03
ENSMUSG00000004032	16.87	42.87	23.46	23.5	30.43	24.1	12.31
ENSMUSG00000004035	39.06	55.81	43.52	65.47	45.94	58.29	27.18
ENSMUSG00000004038	112.29	702.45	386.11	588.37	101.68	321.34	2647.77
ENSMUSG00000004040	40.29	59.69	36.47	45.03	48.38	46.11	32.25
ENSMUSG00000004043	7.58	9.64	9.68	9.77	6.73	6.26	6.89
ENSMUSG00000004044	7.13	10.68	13.6	14.46	10.96	12.15	7.7
ENSMUSG00000004054	11.61	13.91	14.24	15.01	16.45	12.68	11.76
ENSMUSG00000004056	52.98	64.33	52.53	58.92	45.96	53.34	43.62
ENSMUSG00000004069	56.65	55.85	58.64	54.75	51.7	51.78	100.77
ENSMUSG00000004070	46.97	45.93	61.8	50.93	47.37	48.65	93.42
ENSMUSG00000004071	29.16	35.63	37.47	32.49	42.84	31.91	49.65
ENSMUSG00000004085	7.26	8.4	9.81	9.57	9.18	8.59	7.3
ENSMUSG00000004096	93.48	80.69	79.2	87.61	71.45	76.18	67.64
ENSMUSG00000004098	8.56	8.28	9.58	11.19	4.6	8.45	11.07
ENSMUSG00000004099	5.65	8.04	6.28	7.98	7.14	6.61	5.61
ENSMUSG00000004100	7.68	9.02	10.24	9.07	9.48	8.14	9.66
ENSMUSG00000004105	8.37	7.83	16.43	15.43	7.79	7.8	23.42
ENSMUSG00000004110	0.07	0.03	0.18	0.09	0.08	0.09	0.11
ENSMUSG00000004113	1.43	9.64	0.3	0.28	5.73	2.16	2.96
ENSMUSG00000004127	3.99	5.14	4.29	4.77	5.01	5.23	3.03
ENSMUSG00000004151	0.9	0.99	1.21	1.04	0.92	0.82	0.71
ENSMUSG00000004187	1.69	1.37	1.63	1.24	1.5	1.26	1.58
ENSMUSG00000004207	464.2	535.91	565.88	641.43	482.51	429.51	454.11
ENSMUSG00000004221	32.19	41.93	45.0	37.77	27.05	36.1	40.79
ENSMUSG00000004231	0.01	0.37	0.0	0.0	0.01	0.01	0.0
ENSMUSG00000004233	2.78	2.52	2.4	2.95	2.4	2.74	2.53
ENSMUSG00000004263	10.63	11.73	12.14	10.6	10.78	7.51	13.22
ENSMUSG00000004264	159.06	138.58	139.57	138.26	143.57	124.47	131.65
ENSMUSG00000004266	32.09	20.86	24.41	25.47	21.69	21.12	22.18
ENSMUSG00000004267	0.23	0.86	2.18	0.44	0.22	0.39	0.35
ENSMUSG00000004268	51.58	72.59	63.3	52.23	52.65	56.93	52.1
ENSMUSG00000004270	83.38	88.82	94.33	115.82	97.57	83.36	79.85
ENSMUSG00000004285	104.07	132.83	106.38	113.81	100.48	114.48	83.42
ENSMUSG00000004296	0.32	0.38	0.45	0.75	0.48	0.18	0.3
ENSMUSG00000004317	6.23	4.96	4.18	3.96	5.7	4.38	3.05
ENSMUSG00000004319	20.3	26.83	19.39	22.8	19.96	20.81	19.33
ENSMUSG00000004328	0.06	0.03	0.03	0.06	0.04	0.03	0.01
ENSMUSG00000004341	2.14	1.47	1.27	2.04	1.88	2.88	0.24
ENSMUSG00000004344	0.0	0.0	0.0	0.0	0.05	0.0	0.0
ENSMUSG00000004347	0.23	0.24	0.23	0.2	1.09	0.87	0.06
ENSMUSG00000004356	9.51	10.59	10.45	10.5	9.01	11.79	6.53
ENSMUSG00000004359	2.91	5.36	2.49	2.51	2.91	3.7	4.35
ENSMUSG00000004360	0.09	0.03	0.11	0.07	0.01	0.1	0.0
ENSMUSG00000004364	60.25	49.63	47.35	51.76	56.53	50.55	51.8
ENSMUSG00000004366	1.41	0.0	1.76	0.25	0.0	0.1	0.17
ENSMUSG00000004371	0.04	0.04	0.03	0.15	0.1	0.09	0.07
ENSMUSG00000004383	4.38	4.27	5.4	6.43	4.73	3.87	6.03
ENSMUSG00000004393	16.21	17.46	19.22	19.38	19.76	16.56	19.31
