Gene	DEN_AdjLiver_fasted	DEN_AdjLiver_fed	nonDEN_Liver_fasted	nonDEN_Liver_fed	DEN_Tumour_fasted	DEN_Tumour_fed	nonDEN_Tumour_fasted
ENSMUSG00000070692	0.45	0.62	0.36	0.39	0.39	0.19	0.18
ENSMUSG00000070695	0.0	0.0	0.06	0.0	0.0	0.0	0.0
ENSMUSG00000070697	33.06	36.04	38.91	30.69	28.17	30.77	37.47
ENSMUSG00000070699	4.8	5.25	5.14	6.33	4.67	4.91	4.7
ENSMUSG00000070704	719.96	750.83	731.61	706.53	645.41	754.13	1294.8
ENSMUSG00000070705	3.85	3.77	3.68	3.72	3.08	3.02	3.13
ENSMUSG00000070708	0.0	0.0	0.0	0.0	0.05	0.06	0.0
ENSMUSG00000070709	2.42	2.39	2.59	3.39	2.78	2.62	3.08
ENSMUSG00000070713	0.75	0.64	0.67	0.83	0.7	0.55	0.71
ENSMUSG00000070717	0.08	0.08	0.09	0.07	0.07	0.11	0.01
ENSMUSG00000070719	0.0	0.0	0.0	0.04	0.01	0.0	0.0
ENSMUSG00000070720	2.03	1.62	2.71	2.11	2.26	1.37	5.69
ENSMUSG00000070729	1.31	1.52	0.92	0.76	1.03	0.99	0.48
ENSMUSG00000070730	64.99	62.91	59.04	59.72	48.81	50.14	70.19
ENSMUSG00000070732	0.15	0.2	0.03	0.29	0.22	0.24	0.08
ENSMUSG00000070733	8.37	9.51	9.8	8.46	9.3	7.58	9.7
ENSMUSG00000070737	7.51	9.08	6.66	7.8	8.58	7.51	5.83
ENSMUSG00000070738	10.53	22.98	9.96	12.55	16.89	13.31	15.26
ENSMUSG00000070777	0.07	0.05	0.11	0.22	0.08	0.09	0.07
ENSMUSG00000070778	0.08	0.0	0.06	0.0	0.0	0.0	0.0
ENSMUSG00000070780	36.39	37.53	26.79	26.48	30.57	30.93	28.4
ENSMUSG00000070794	0.0	0.0	0.05	0.0	0.0	0.06	0.0
ENSMUSG00000070796	0.0	0.05	0.0	0.03	0.0	0.0	0.0
ENSMUSG00000070802	0.09	0.06	0.54	0.18	0.09	0.1	0.13
ENSMUSG00000070803	0.55	0.42	0.76	0.87	0.61	0.32	0.45
ENSMUSG00000070806	0.5	0.23	0.18	0.05	0.52	0.28	0.15
ENSMUSG00000070808	1.62	2.45	1.96	2.05	1.94	1.76	1.74
ENSMUSG00000070811	2.67	0.63	0.54	6.81	25.18	24.57	0.6
ENSMUSG00000070814	1.86	2.58	1.66	4.51	2.84	1.36	1.41
ENSMUSG00000070822	0.12	0.12	0.15	0.18	0.32	0.21	0.24
ENSMUSG00000070823	0.03	0.09	0.03	0.03	0.07	0.03	0.01
ENSMUSG00000070828	0.1	0.02	0.0	0.0	0.05	0.04	0.0
ENSMUSG00000070834	0.0	0.0	0.0	1.56	0.0	0.0	0.0
ENSMUSG00000070837	0.16	0.08	0.13	0.17	0.0	0.19	0.0
ENSMUSG00000070847	0.0	0.0	0.03	0.0	0.0	0.01	0.0
ENSMUSG00000070858	0.32	0.44	0.65	0.36	0.7	0.83	0.44
ENSMUSG00000070866	0.0	0.0	0.08	0.0	0.01	0.0	0.0
ENSMUSG00000070867	0.15	0.16	0.58	0.4	0.17	0.17	0.23
ENSMUSG00000070868	0.28	0.23	0.19	0.2	0.27	0.24	0.06
ENSMUSG00000070870	0.09	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000070871	5.49	5.21	5.32	4.71	6.42	5.75	5.16
ENSMUSG00000070873	5.01	5.46	5.62	5.57	4.99	6.87	4.53
ENSMUSG00000070877	0.0	0.0	0.05	0.0	0.0	0.0	0.0
ENSMUSG00000070880	0.02	0.01	0.48	0.02	0.03	0.01	0.01
ENSMUSG00000070883	0.44	0.39	0.78	0.47	0.44	0.45	0.67
ENSMUSG00000070891	0.11	0.22	0.12	0.1	0.29	0.1	0.11
ENSMUSG00000070896	0.17	0.45	0.11	0.23	0.29	0.24	0.0
ENSMUSG00000070900	0.0	0.0	0.0	0.0	0.12	0.09	0.0
ENSMUSG00000070904	0.0	0.1	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000070908	0.0	0.0	0.04	0.01	0.0	0.0	0.0
ENSMUSG00000070923	25.83	26.04	21.39	27.58	27.47	26.17	20.13
ENSMUSG00000070933	0.0	0.0	0.0	0.05	0.0	0.0	0.0
ENSMUSG00000070934	30.19	44.28	31.73	38.63	37.09	36.01	26.37
ENSMUSG00000070939	16.12	14.33	19.5	17.68	14.15	13.86	17.68
ENSMUSG00000070942	0.32	0.56	0.95	0.62	0.47	0.5	0.47
ENSMUSG00000070953	9.25	12.31	9.42	10.12	9.78	10.04	14.04
ENSMUSG00000070960	3.35	4.09	3.5	4.42	3.82	4.82	2.41
ENSMUSG00000070972	16.65	17.47	15.45	16.4	16.31	15.98	14.38
ENSMUSG00000070980	0.0	0.0	0.0	0.05	0.03	0.0	0.0
ENSMUSG00000070985	56.86	68.35	63.38	53.1	55.26	62.81	23.75
ENSMUSG00000070990	0.01	0.01	0.01	0.04	0.03	0.01	0.0
ENSMUSG00000070997	0.86	0.84	0.53	0.99	0.56	0.74	0.6
ENSMUSG00000070999	0.02	0.02	0.03	0.02	0.02	0.05	0.0
ENSMUSG00000071001	0.23	0.43	0.34	0.6	0.37	0.27	0.28
ENSMUSG00000071005	3.08	2.48	5.7	4.84	3.12	2.51	1.23
ENSMUSG00000071014	131.04	156.58	109.74	123.0	110.42	118.75	113.57
ENSMUSG00000071019	0.0	0.0	0.0	0.06	0.0	0.0	0.0
ENSMUSG00000071035	0.55	0.46	0.59	0.7	0.63	0.6	0.32
ENSMUSG00000071036	0.07	0.06	0.03	0.06	0.1	0.13	0.0
ENSMUSG00000071037	1.82	1.42	1.76	1.43	1.45	1.48	1.12
ENSMUSG00000071041	0.43	0.64	0.82	0.63	0.86	0.58	0.46
ENSMUSG00000071042	3.87	5.41	4.73	6.12	4.93	5.74	5.08
ENSMUSG00000071047	0.3	0.36	0.37	0.67	0.13	0.25	0.35
ENSMUSG00000071052	0.23	0.13	0.28	0.19	0.43	0.44	0.0
ENSMUSG00000071054	22.66	27.8	34.92	30.71	23.22	22.21	29.89
ENSMUSG00000071064	0.34	0.15	0.38	0.34	0.17	0.13	0.15
ENSMUSG00000071068	0.38	0.39	0.52	0.71	0.69	0.61	0.43
ENSMUSG00000071072	110.06	103.27	67.1	83.26	92.25	85.07	51.1
ENSMUSG00000071073	0.09	0.13	0.1	0.11	0.21	0.06	0.13
ENSMUSG00000071074	42.32	42.56	39.96	40.29	47.05	38.05	35.81
ENSMUSG00000071076	41.82	35.17	40.47	57.84	50.95	49.43	46.82
ENSMUSG00000071078	9.41	15.07	13.24	17.19	11.52	13.72	12.89
ENSMUSG00000071102	0.05	0.05	0.0	0.0	0.06	0.04	0.0
ENSMUSG00000071103	0.66	0.39	0.6	0.43	0.51	0.55	0.49
ENSMUSG00000071104	0.0	0.03	0.0	0.01	0.0	0.0	0.0
ENSMUSG00000071112	0.06	0.07	0.08	0.08	0.08	0.51	0.05
ENSMUSG00000071113	0.0	0.02	0.02	0.0	0.02	0.02	0.0
ENSMUSG00000071141	1.12	0.66	2.35	1.46	3.11	1.74	0.54
ENSMUSG00000071151	0.41	0.33	0.41	0.38	0.4	0.27	0.22
ENSMUSG00000071158	0.0	0.08	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000071172	56.69	57.99	47.43	62.14	50.64	55.09	45.9
ENSMUSG00000071176	1.52	3.12	2.7	2.52	2.07	1.93	1.81
ENSMUSG00000071177	2832.85	2768.28	2726.74	2885.25	3265.59	4657.66	1295.17
ENSMUSG00000071178	7647.64	5654.43	5803.25	5044.51	19659.19	17039.66	4108.7
ENSMUSG00000071180	17.95	18.58	16.41	20.38	18.13	18.85	11.86
ENSMUSG00000071181	0.05	0.07	0.1	0.07	0.04	0.06	0.02
ENSMUSG00000071192	0.37	0.1	0.16	0.14	0.17	0.08	0.16
ENSMUSG00000071193	0.0	0.0	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000071202	0.03	0.02	0.03	0.0	0.03	0.04	0.0
ENSMUSG00000071203	1.17	1.06	1.73	1.71	1.16	1.33	1.48
ENSMUSG00000071204	77.35	73.93	70.8	82.69	58.5	85.59	58.62
ENSMUSG00000071207	0.0	0.06	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000071226	4.93	4.7	4.66	3.99	7.86	4.27	3.08
ENSMUSG00000071229	0.05	0.0	0.04	0.0	0.0	0.0	0.0
ENSMUSG00000071230	0.14	0.0	0.0	0.0	0.13	0.0	0.0
ENSMUSG00000071234	0.0	0.0	0.16	0.0	0.05	0.0	0.0
ENSMUSG00000071252	1.09	1.05	1.04	0.87	0.94	1.01	0.61
ENSMUSG00000071253	38.81	38.79	36.15	33.39	34.73	33.89	20.85
ENSMUSG00000071256	2.66	2.63	2.79	2.61	2.98	2.86	2.13
ENSMUSG00000071265	0.0	0.0	0.38	0.0	0.0	0.0	0.0
ENSMUSG00000071266	10.98	10.58	7.25	9.04	10.23	9.15	3.63
ENSMUSG00000071267	7.07	7.74	5.99	8.23	7.01	7.66	2.55
ENSMUSG00000071273	0.12	0.06	0.0	0.05	0.06	0.06	0.05
ENSMUSG00000071281	5.06	5.34	4.8	5.23	5.42	5.45	3.49
ENSMUSG00000071291	2.85	3.73	2.8	3.48	2.96	3.4	2.12
ENSMUSG00000071302	7.68	7.87	11.16	8.37	9.05	7.41	5.18
ENSMUSG00000071303	0.22	0.8	0.5	0.32	0.4	0.44	0.2
ENSMUSG00000071311	0.13	0.49	0.32	0.25	0.3	0.19	0.13
ENSMUSG00000071317	0.04	0.19	0.04	0.07	0.13	0.08	0.0
ENSMUSG00000071322	0.0	0.0	0.04	0.0	0.05	0.09	0.0
ENSMUSG00000071324	0.09	0.16	0.5	0.52	0.18	0.07	0.1
ENSMUSG00000071332	0.11	0.08	0.09	0.12	0.08	0.09	0.05
ENSMUSG00000071335	12.85	13.74	10.16	13.81	12.89	15.33	5.89
ENSMUSG00000071337	5.44	6.64	6.37	6.7	7.32	5.96	6.41
ENSMUSG00000071340	0.0	0.0	0.0	0.1	0.0	0.03	0.0
ENSMUSG00000071341	0.0	0.04	0.08	0.02	0.04	0.0	0.0
ENSMUSG00000071342	0.09	0.0	0.02	0.37	0.0	0.15	0.03
ENSMUSG00000071343	0.32	0.51	0.26	0.59	0.24	0.6	0.17
ENSMUSG00000071347	0.55	1.8	0.93	0.73	1.18	0.85	0.72
ENSMUSG00000071350	9.95	9.69	9.47	7.93	8.58	9.08	8.93
ENSMUSG00000071356	0.15	0.16	0.21	4.08	0.14	1.08	0.0
ENSMUSG00000071359	7.59	10.78	10.04	10.8	8.58	7.5	8.3
ENSMUSG00000071362	0.0	0.03	0.03	0.04	0.04	0.0	0.0
ENSMUSG00000071369	13.14	20.24	9.92	10.08	16.76	18.48	8.74
ENSMUSG00000071379	13.01	19.29	14.59	20.43	18.68	16.72	16.13
ENSMUSG00000071392	0.2	0.55	0.15	0.12	0.15	0.31	0.0
ENSMUSG00000071398	0.02	0.11	0.19	0.14	0.04	0.1	0.0
ENSMUSG00000071414	0.26	0.19	0.22	0.41	0.42	0.31	0.0
ENSMUSG00000071415	552.1	758.18	562.51	438.16	585.8	466.13	383.76
ENSMUSG00000071419	1.43	0.98	1.36	0.73	2.24	0.8	0.59
ENSMUSG00000071424	0.0	0.0	0.06	0.0	0.0	0.0	0.0
ENSMUSG00000071434	0.0	0.0	0.0	0.0	0.04	0.0	0.0
ENSMUSG00000071451	18.17	29.73	17.79	23.51	15.95	15.65	19.13
ENSMUSG00000071452	0.0	0.02	0.0	0.02	0.08	0.02	0.0
ENSMUSG00000071454	11.79	11.82	14.97	15.29	17.8	12.15	16.24
ENSMUSG00000071456	4.12	5.97	3.64	3.68	4.85	3.56	3.31
ENSMUSG00000071470	0.0	0.03	0.0	0.0	0.03	0.0	0.0
ENSMUSG00000071477	5.64	6.51	5.62	6.06	5.14	4.67	3.63
ENSMUSG00000071478	0.51	0.42	0.54	0.89	0.44	0.78	0.0
ENSMUSG00000071489	0.0	0.0	0.02	0.0	0.01	0.03	0.0
ENSMUSG00000071497	5.76	6.96	6.43	6.01	9.44	9.37	4.54
ENSMUSG00000071506	0.72	0.89	0.98	1.89	0.91	0.86	0.98
ENSMUSG00000071516	0.0	0.29	0.0	0.39	0.0	0.81	0.0
ENSMUSG00000071517	0.0	0.0	0.0	3.78	0.0	0.36	0.0
ENSMUSG00000071519	0.0	0.0	0.05	23.53	0.0	2.89	0.0
ENSMUSG00000071521	0.0	0.0	0.05	8.56	0.0	7.03	0.0
ENSMUSG00000071528	571.21	733.31	609.13	754.76	511.03	711.14	576.48
ENSMUSG00000071531	0.08	0.08	0.08	0.07	0.31	0.08	0.0
ENSMUSG00000071532	17.76	29.77	18.24	7.16	19.16	14.83	8.25
ENSMUSG00000071533	58.2	58.88	46.09	53.28	55.24	53.49	65.94
ENSMUSG00000071537	0.06	0.04	0.11	0.12	0.11	0.11	0.08
ENSMUSG00000071540	0.32	0.01	0.18	0.28	0.02	0.34	0.01
ENSMUSG00000071547	6.2	5.95	6.45	6.61	6.74	5.14	8.19
ENSMUSG00000071550	0.65	0.4	0.35	0.57	0.44	0.76	2.38
ENSMUSG00000071551	80.24	109.08	97.28	76.27	63.13	73.61	213.82
ENSMUSG00000071552	0.24	4.78	0.54	0.62	0.97	0.55	0.13
ENSMUSG00000071553	0.13	0.32	2.81	82.6	0.04	161.2	0.0
ENSMUSG00000071561	0.0	0.0	0.0	0.25	0.27	0.0	0.0
ENSMUSG00000071562	0.0	0.16	0.0	0.48	0.0	0.0	0.0
ENSMUSG00000071567	0.06	0.0	0.44	0.31	0.11	0.07	0.11
ENSMUSG00000071568	0.14	0.14	0.09	0.0	0.13	0.2	0.11
ENSMUSG00000071573	0.46	0.59	0.54	0.92	0.5	0.49	0.19
ENSMUSG00000071591	0.0	0.0	0.0	0.0	0.1	0.0	0.0
ENSMUSG00000071604	0.84	0.78	1.05	0.92	0.71	0.73	0.69
ENSMUSG00000071613	0.05	0.0	0.0	0.0	0.04	0.0	0.0
ENSMUSG00000071632	13.37	14.09	17.73	13.6	12.93	13.35	28.32
ENSMUSG00000071633	167.65	130.27	234.0	117.23	145.1	141.03	185.95
ENSMUSG00000071636	0.01	0.06	0.01	0.02	0.02	0.02	0.0
ENSMUSG00000071637	3.58	3.84	2.86	3.49	2.58	1.72	1.78
ENSMUSG00000071640	0.17	0.59	0.18	0.22	0.25	0.25	0.0
ENSMUSG00000071644	127.36	208.91	137.31	169.34	180.8	145.66	132.77
ENSMUSG00000071645	5.37	7.81	7.61	6.8	6.64	6.23	7.26
ENSMUSG00000071646	20.55	30.59	30.58	29.69	25.25	25.41	27.78
ENSMUSG00000071647	6.87	9.06	8.52	8.95	6.74	8.4	7.77
ENSMUSG00000071648	2.92	4.5	2.54	2.64	3.04	2.73	2.12
ENSMUSG00000071649	16.94	19.97	19.74	23.33	18.96	19.41	17.11
ENSMUSG00000071650	65.04	83.67	59.47	68.01	73.65	67.32	55.95
ENSMUSG00000071652	3.98	5.78	4.79	5.22	5.66	4.77	4.26
ENSMUSG00000071653	31.46	50.3	35.15	30.81	29.58	41.63	30.61
ENSMUSG00000071654	28.51	24.07	29.28	21.48	27.54	21.03	20.91
ENSMUSG00000071655	140.28	135.66	128.59	132.81	114.47	122.93	130.09
ENSMUSG00000071656	0.25	0.1	0.23	0.28	0.16	0.34	0.08
ENSMUSG00000071657	40.64	41.64	47.0	42.82	40.51	38.73	27.79
ENSMUSG00000071658	0.03	0.29	0.56	0.07	0.05	0.06	0.0
ENSMUSG00000071659	28.75	35.32	30.36	32.64	30.38	29.8	25.98
ENSMUSG00000071660	10.62	18.95	11.91	13.18	11.93	12.66	11.37
ENSMUSG00000071661	0.25	0.55	0.46	0.44	0.31	0.31	0.44
ENSMUSG00000071662	21.13	43.8	25.28	22.22	24.7	21.65	24.81
ENSMUSG00000071665	0.0	0.0	0.02	0.0	0.01	0.01	0.0
ENSMUSG00000071669	3.4	2.24	3.18	3.43	2.87	3.08	3.65
ENSMUSG00000071671	0.3	0.0	0.0	0.0	0.0	0.0	0.25
ENSMUSG00000071679	0.0	0.02	0.02	0.0	0.0	0.04	0.0
ENSMUSG00000071691	0.15	0.29	0.2	0.1	0.17	0.11	0.15
ENSMUSG00000071708	5.48	6.93	4.66	6.78	6.2	6.45	4.3
ENSMUSG00000071711	90.73	72.41	63.86	70.51	65.42	62.28	40.53
ENSMUSG00000071713	5.53	6.32	6.79	7.78	6.35	6.8	8.36
ENSMUSG00000071714	2.43	2.46	4.09	3.46	3.21	2.61	2.34
ENSMUSG00000071715	5.55	4.04	5.53	7.36	5.33	4.76	3.73
ENSMUSG00000071716	0.35	1.06	0.73	0.58	0.52	0.49	0.36
ENSMUSG00000071719	3.15	2.65	4.19	2.65	2.65	1.87	0.48
ENSMUSG00000071722	0.27	0.39	0.31	0.54	0.45	0.34	0.19
ENSMUSG00000071723	0.54	0.41	0.3	0.32	1.14	1.61	0.06
ENSMUSG00000071724	0.48	0.58	0.62	0.45	0.48	0.23	0.69
ENSMUSG00000071745	0.0	0.27	0.3	0.16	0.39	0.24	0.17
ENSMUSG00000071748	2.53	2.67	1.97	2.71	2.99	2.67	1.42
ENSMUSG00000071757	7.32	8.18	7.24	7.53	7.81	6.82	7.3
ENSMUSG00000071764	0.0	0.0	0.0	0.0	0.0	0.0	0.04
ENSMUSG00000071793	12.1	12.67	15.07	15.15	14.51	13.49	12.21
ENSMUSG00000071796	9.1	9.1	7.32	11.31	9.23	9.45	4.88
ENSMUSG00000071816	0.0	0.0	0.08	0.0	0.0	0.0	0.0
ENSMUSG00000071818	0.0	0.0	0.0	0.0	0.04	0.0	0.0
ENSMUSG00000071847	0.23	6.31	0.13	0.22	0.14	0.89	0.09
ENSMUSG00000071855	0.25	0.3	0.44	0.64	0.27	0.35	0.25
ENSMUSG00000071856	6.34	11.15	8.02	5.72	6.11	5.79	7.85
ENSMUSG00000071858	0.0	0.0	0.0	2.58	0.0	0.0	0.0
ENSMUSG00000071860	0.0	0.0	0.14	0.0	0.0	0.0	0.0
ENSMUSG00000071862	0.0	0.0	0.06	0.0	0.0	0.0	0.0
ENSMUSG00000071866	860.91	1395.36	1260.57	1309.33	1082.15	1088.9	1167.21
ENSMUSG00000071867	1.04	0.35	0.57	0.35	0.72	0.89	0.24
ENSMUSG00000071893	0.39	0.3	0.21	0.22	0.31	0.24	0.2
ENSMUSG00000071937	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ENSMUSG00000071984	0.65	1.1	0.46	1.06	0.91	0.84	0.1
ENSMUSG00000072066	0.33	0.56	1.69	0.7	0.5	0.4	0.39
ENSMUSG00000072082	5.69	7.26	5.58	5.85	4.66	6.71	3.95
ENSMUSG00000072109	0.87	1.23	1.54	1.51	1.0	1.02	0.94
ENSMUSG00000072115	273.0	2004.18	235.59	156.22	159.65	204.6	127.68
ENSMUSG00000072214	0.67	1.93	1.88	2.12	2.09	1.45	0.57
ENSMUSG00000072235	16.88	20.94	20.91	34.69	23.32	30.83	15.61
ENSMUSG00000072244	0.25	0.53	0.57	0.31	0.37	0.33	0.12
ENSMUSG00000072255	0.22	0.22	0.35	0.66	0.0	0.5	0.26
ENSMUSG00000072258	5.54	6.38	7.77	6.75	6.0	6.61	8.47
ENSMUSG00000072294	9.79	10.53	11.81	11.92	12.3	9.28	5.25
ENSMUSG00000072295	0.0	0.0	0.02	0.0	0.02	0.0	0.0
ENSMUSG00000072324	0.0	0.0	0.08	0.0	0.0	0.0	0.0
ENSMUSG00000072381	0.16	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000072387	0.06	0.0	0.0	0.07	0.07	0.07	0.0
ENSMUSG00000072407	0.83	0.44	0.16	0.65	0.48	0.46	0.0
ENSMUSG00000072419	0.12	0.05	0.05	0.04	0.05	0.03	0.05
ENSMUSG00000072421	0.81	1.03	0.74	0.98	1.55	1.98	0.0
ENSMUSG00000072423	0.0	0.01	0.0	0.01	0.0	0.0	0.0
ENSMUSG00000072437	0.07	1.63	0.1	0.17	0.08	0.13	0.05
ENSMUSG00000072460	0.8	0.81	0.99	0.62	0.78	0.53	0.0
ENSMUSG00000072476	0.03	0.08	0.02	0.05	0.11	0.02	0.03
ENSMUSG00000072479	0.0	0.0	0.0	0.15	0.07	0.07	0.0
ENSMUSG00000072487	0.0	0.0	0.01	0.0	0.0	0.0	0.01
ENSMUSG00000072492	0.66	0.15	0.3	0.08	0.5	0.14	0.03
ENSMUSG00000072494	8.33	8.85	6.56	8.21	8.26	6.17	5.04
ENSMUSG00000072501	7.83	7.7	7.76	8.39	8.36	7.99	6.48
ENSMUSG00000072553	0.24	0.1	0.24	0.42	0.21	0.09	0.0
ENSMUSG00000072568	5.03	8.25	5.91	7.11	13.91	9.62	6.11
ENSMUSG00000072571	0.12	0.64	0.11	0.03	0.18	0.16	0.31
ENSMUSG00000072572	0.34	0.3	0.46	0.33	0.3	0.3	0.14
ENSMUSG00000072573	0.35	0.08	0.15	0.11	0.08	0.12	0.1
ENSMUSG00000072575	0.0	0.03	0.1	0.0	0.0	0.0	0.0
ENSMUSG00000072576	1.2	0.87	0.0	0.0	0.0	0.86	0.0
ENSMUSG00000072582	7.68	8.21	7.92	7.83	7.23	7.52	6.87
ENSMUSG00000072589	0.03	0.09	0.06	0.08	0.03	0.07	0.0
ENSMUSG00000072591	0.0	0.07	0.0	0.0	0.0	0.27	0.0
ENSMUSG00000072592	0.0	0.0	0.0	0.0	0.08	0.0	0.0
ENSMUSG00000072594	2.27	2.05	3.4	1.67	2.24	1.21	1.1
ENSMUSG00000072596	38.18	30.36	47.89	36.51	32.28	27.95	31.27
ENSMUSG00000072601	0.0	0.07	0.36	0.12	0.13	0.0	0.0
ENSMUSG00000072612	0.19	0.19	0.23	0.15	0.08	0.22	0.09
ENSMUSG00000072618	0.08	0.08	0.16	0.2	0.12	0.1	0.07
ENSMUSG00000072620	14.06	17.62	16.0	19.7	13.73	14.31	14.9
ENSMUSG00000072621	0.29	0.52	0.22	0.22	0.39	0.13	0.2
ENSMUSG00000072623	1.65	1.67	2.89	2.04	3.33	2.45	1.11
ENSMUSG00000072624	0.05	0.0	0.0	0.0	0.0	0.05	0.04
ENSMUSG00000072625	10.49	9.24	14.49	13.24	9.19	9.68	6.17
ENSMUSG00000072640	8.31	6.63	7.36	7.94	9.26	7.56	2.29
ENSMUSG00000072647	0.34	0.33	0.5	0.32	0.36	0.41	0.45
ENSMUSG00000072653	0.33	0.42	0.26	0.34	1.26	0.95	0.09
ENSMUSG00000072660	0.37	0.36	0.4	0.38	0.66	0.47	0.24
ENSMUSG00000072662	0.74	0.57	0.74	0.59	0.65	0.54	0.14
ENSMUSG00000072663	0.13	0.03	0.24	0.09	0.07	0.1	0.07
ENSMUSG00000072664	101.71	108.77	106.95	107.36	98.3	95.24	54.31
ENSMUSG00000072672	0.03	0.04	0.02	0.0	0.0	0.04	0.0
ENSMUSG00000072673	0.13	0.13	0.06	0.23	0.1	0.05	0.12
ENSMUSG00000072674	15.89	14.96	14.5	22.78	15.29	12.13	11.95
ENSMUSG00000072675	0.08	0.03	0.11	0.32	0.25	0.03	0.02
ENSMUSG00000072676	89.57	95.57	66.1	99.24	68.91	93.45	43.91
ENSMUSG00000072677	0.0	0.0	0.03	0.0	0.0	0.0	0.0
ENSMUSG00000072679	0.07	0.09	0.03	0.0	0.0	0.0	0.0
ENSMUSG00000072680	12.5	3.12	30.62	29.16	34.43	16.9	4.04
ENSMUSG00000072683	0.04	0.02	0.0	0.01	0.02	0.04	0.01
ENSMUSG00000072688	0.32	0.27	0.4	0.5	0.71	0.42	0.42
ENSMUSG00000072692	27.0	31.99	34.11	23.16	41.23	26.34	22.63
ENSMUSG00000072693	0.29	0.09	0.17	0.07	0.1	0.14	0.0
ENSMUSG00000072694	1.79	2.48	3.55	2.82	3.0	2.07	4.09
ENSMUSG00000072704	59.54	58.55	42.5	49.81	54.59	49.1	22.69
ENSMUSG00000072714	0.0	0.0	0.0	0.0	0.0	0.08	0.0
ENSMUSG00000072718	0.06	0.0	0.05	0.0	0.0	0.0	0.0
ENSMUSG00000072720	0.34	0.07	0.11	0.3	0.05	0.18	0.04
ENSMUSG00000072721	0.06	0.15	0.03	0.12	0.06	0.05	0.05
ENSMUSG00000072723	0.35	0.31	0.24	0.29	0.57	1.04	0.05
ENSMUSG00000072731	0.08	0.07	0.04	0.0	0.0	0.07	0.0
ENSMUSG00000072738	0.05	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000072754	0.0	0.0	0.0	0.0	0.11	0.0	0.0
ENSMUSG00000072761	2.51	2.82	1.94	2.35	2.39	2.75	1.45
ENSMUSG00000072762	2.68	3.96	2.52	3.87	2.4	3.27	1.37
ENSMUSG00000072763	0.81	0.81	0.8	0.57	0.75	0.7	0.21
ENSMUSG00000072768	0.0	0.08	0.08	0.0	0.0	0.0	0.0
ENSMUSG00000072769	0.11	0.04	0.18	0.07	0.04	0.1	0.01
ENSMUSG00000072770	1.85	1.41	2.29	1.61	1.98	2.72	2.93
ENSMUSG00000072772	155.43	207.79	166.08	144.86	161.21	163.48	122.28
ENSMUSG00000072774	2.32	2.72	2.69	2.07	2.24	2.18	4.7
ENSMUSG00000072789	0.43	0.33	0.51	0.3	0.27	0.41	0.07
ENSMUSG00000072791	0.0	0.01	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000072809	0.24	0.31	0.27	0.24	0.23	0.25	0.2
ENSMUSG00000072812	0.78	0.91	1.89	1.41	2.9	0.89	4.98
ENSMUSG00000072814	0.03	0.0	0.0	0.04	0.01	0.03	0.0
ENSMUSG00000072821	0.03	0.0	0.0	0.04	0.01	0.0	0.0
ENSMUSG00000072822	0.0	0.0	0.0	0.0	0.01	0.0	0.0
ENSMUSG00000072825	13.54	15.37	14.7	17.56	17.92	14.05	12.39
ENSMUSG00000072834	0.0	0.0	0.0	0.0	0.0	0.07	0.0
ENSMUSG00000072837	49.58	17.78	18.66	21.79	18.67	15.8	0.0
ENSMUSG00000072844	0.77	2.45	0.81	0.73	0.71	1.0	0.88
ENSMUSG00000072845	0.0	0.01	0.03	0.08	0.0	0.0	0.0
ENSMUSG00000072847	2.7	2.27	2.23	3.1	2.29	2.18	1.7
ENSMUSG00000072849	2533.38	4391.74	3308.59	427.4	2656.72	3558.56	430.79
ENSMUSG00000072852	0.14	0.0	0.12	0.12	0.27	0.22	0.0
ENSMUSG00000072872	8.49	9.0	7.67	9.41	11.76	10.26	6.47
ENSMUSG00000072874	0.0	0.0	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000072875	0.08	0.11	0.09	0.14	0.03	0.07	0.0
ENSMUSG00000072878	0.0	0.0	0.03	0.02	0.02	0.02	0.0
ENSMUSG00000072884	0.95	0.67	0.96	0.85	0.87	0.87	0.32
ENSMUSG00000072889	6.42	9.44	10.39	8.5	8.5	9.08	8.63
ENSMUSG00000072893	2.59	2.29	3.13	2.42	2.58	2.24	1.49
ENSMUSG00000072898	0.45	0.29	0.13	0.11	0.27	0.32	0.0
ENSMUSG00000072902	0.0	0.0	0.0	0.02	0.0	0.01	0.0
ENSMUSG00000072905	0.03	0.0	0.0	0.0	0.06	0.0	0.0
ENSMUSG00000072915	1.24	1.54	1.88	1.15	1.58	1.46	1.08
ENSMUSG00000072919	0.32	0.2	0.11	0.33	0.26	0.24	0.13
ENSMUSG00000072923	0.0	0.0	0.0	0.0	0.0	0.02	0.04
ENSMUSG00000072930	0.0	0.0	0.0	0.0	0.0	0.0	0.07
ENSMUSG00000072934	0.0	0.0	0.0	0.0	0.0	0.01	0.0
